post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47746610,All elementary functions from a single binary operator,entertainment,353,99,pizza,2026-04-13 14:45:27,0.2796610169491525,True
47748064,The Economics of Software Teams: Why Most Engineering Orgs Are Flying Blind,technology,116,61,kiyanwang,2026-04-13 14:45:28,0.5213675213675214,False
47745284,Taking on CUDA with ROCm: 'One Step After Another',entertainment,159,119,mindcrime,2026-04-13 14:45:29,0.74375,False
47741701,DIY Soft Drinks,entertainment,428,114,_Microft,2026-04-13 14:45:31,0.26573426573426573,True
47738827,Bring Back Idiomatic Design (2023),entertainment,554,304,phil294,2026-04-13 14:45:32,0.5477477477477477,True
47742200,Show HN: boringBar – a taskbar-style dock replacement for macOS,entertainment,363,197,a-ve,2026-04-13 14:45:33,0.5412087912087912,True
47737542,Optimization of 32-bit Unsigned Division by Constants on 64-bit Targets,entertainment,75,7,mpweiher,2026-04-13 14:45:35,0.09210526315789473,False
47744540,A perfectable programming language,technology,121,42,yuppiemephisto,2026-04-13 14:45:36,0.3442622950819672,False
47741527,Ask HN: What Are You Working On? (April 2026),entertainment,215,668,david927,2026-04-13 14:45:37,3.0925925925925926,False
47702887,Most people can't juggle one ball,entertainment,348,108,surprisetalk,2026-04-13 14:45:38,0.30945558739255014,True
47719490,I gave every train in New York an instrument,technology,274,52,joshuawolk,2026-04-13 14:45:40,0.1890909090909091,True
47747017,"Apple's accidental moat: How the ""AI Loser"" may end up winning",technology,179,172,walterbell,2026-04-13 14:45:41,0.9555555555555556,False
47739174,Show HN: Oberon System 3 runs natively on Raspberry Pi 3 (with ready SD card),entertainment,194,44,Rochus,2026-04-13 14:45:42,0.22564102564102564,False
47738883,Tell HN: Docker pull fails in Spain due to football Cloudflare block,technology,875,324,littlecranky67,2026-04-13 14:45:44,0.3698630136986301,True
47738978,"We have a 99% email reputation, but Gmail disagrees",technology,249,226,em-bee,2026-04-13 14:45:45,0.904,False
47747595,A Canonical Generalization of OBDD,entertainment,13,5,luu,2026-04-13 14:45:46,0.35714285714285715,False
47737292,Is math big or small?,entertainment,39,12,robinhouston,2026-04-13 14:45:48,0.3,False
47749222,"Caffeine, cocaine, and painkillers detected in sharks from The Bahamas",technology,7,2,LostMyLogin,2026-04-13 14:45:49,0.25,False
47733217,Exploiting the most prominent AI agent benchmarks,technology,523,132,Anon84,2026-04-13 14:45:50,0.25190839694656486,True
47743730,"Google removes ""Doki Doki Literature Club"" from Google Play",sports,448,222,super256,2026-04-13 14:45:52,0.49443207126948774,True
47739313,Seven countries now generate nearly all their electricity from renewables (2024),entertainment,574,332,mpweiher,2026-04-13 14:45:53,0.577391304347826,True
47738094,JVM Options Explorer,entertainment,193,86,0x54MUR41,2026-04-13 14:45:54,0.44329896907216493,False
47744255,I ran Gemma 4 as a local model in Codex CLI,technology,55,18,dvaughan,2026-04-13 14:45:56,0.32142857142857145,False
47741460,How long-distance couples use digital games to facilitate intimacy (2025),sports,96,30,radeeyate,2026-04-13 14:45:57,0.30927835051546393,False
47744132,Uncharted island soon to appear on nautical charts,technology,85,43,tannhaeuser,2026-04-13 14:45:58,0.5,False
47747248,"Haunt, the 70s text adventure game, is now playable on a website",sports,55,18,jscalo,2026-04-13 14:46:00,0.32142857142857145,False
47737376,Phyphox – Physical Experiments Using a Smartphone,entertainment,215,34,_Microft,2026-04-13 14:46:01,0.1574074074074074,False
47739260,Pro Max 5x quota exhausted in 1.5 hours despite moderate usage,entertainment,634,560,cmaster11,2026-04-13 14:46:03,0.8818897637795275,True
47743628,The peril of laziness lost,entertainment,386,128,gpm,2026-04-13 14:46:04,0.330749354005168,True
47706560,A Tour of Oodi,entertainment,138,42,zdw,2026-04-13 14:46:06,0.302158273381295,False
47743096,"Zed, A sans for the needs of 21st century (2024)",entertainment,37,13,yurivish,2026-04-13 14:46:07,0.34210526315789475,False
47728879,Mark's Magic Multiply,entertainment,48,4,luu,2026-04-13 14:46:08,0.08163265306122448,False
47741889,Show HN: Claudraband – Claude Code for the Power User,technology,105,38,halfwhey,2026-04-13 14:46:09,0.3584905660377358,False
47741393,Textbooks and Methods of Note-Taking in Early Modern Europe (2008),entertainment,38,0,mooreds,2026-04-13 14:46:10,0.0,False
47737876,"Doom, Played over Curl",sports,107,27,creaktive,2026-04-13 14:46:12,0.25,False
47748036,"X Randomly Banning Users for ""Inauthentic Behavior""",entertainment,61,64,crmrc114,2026-04-13 14:46:15,1.032258064516129,False
47717690,Cooperative Vectors Introduction,entertainment,47,3,JasperBekkers,2026-04-13 14:46:16,0.0625,False
47743819,Basics of Radar Technology,technology,22,0,_Microft,2026-04-13 14:46:18,0.0,False
47736476,Anthropic downgraded cache TTL on March 6th,entertainment,509,394,lsdmtme,2026-04-13 14:46:19,0.7725490196078432,True
47738864,Why AI Sucks at Front End,technology,84,97,tobr,2026-04-13 14:46:21,1.1411764705882352,False
47741531,"Bouncer: Block ""crypto"", ""rage politics"", and more from your X feed using AI",technology,46,87,steveharing1,2026-04-13 14:46:22,1.851063829787234,False
47738343,The Physics of GPS,science,128,34,maouida,2026-04-13 14:46:23,0.26356589147286824,False
47746577,State of Homelab 2026,entertainment,81,78,swq115,2026-04-13 14:46:25,0.9512195121951219,False
47745120,Tech valuations are back to pre-AI boom levels,technology,133,36,akyuu,2026-04-13 14:46:26,0.26865671641791045,False
47706423,An Interview with Pat Gelsinger,entertainment,107,67,zdw,2026-04-13 14:46:27,0.6203703703703703,False
47735535,The End of Eleventy,entertainment,213,175,ValentineC,2026-04-13 14:46:28,0.8177570093457944,False
47736555,I run multiple $10K MRR companies on a $20/month tech stack,technology,881,484,tradertef,2026-04-13 14:46:30,0.5487528344671202,True
47724352,Filing the corners off my MacBooks,entertainment,1370,650,normanvalentine,2026-04-13 14:46:31,0.47410649161196206,True
47742790,The Closing of the Frontier,entertainment,181,118,MindGods,2026-04-13 14:46:32,0.6483516483516484,False
47743700,European AI. A playbook to own it,technology,181,104,hjouneau,2026-04-13 14:46:34,0.5714285714285714,False
47742461,IrDA,entertainment,23,5,Sniffnoy,2026-04-13 14:46:35,0.20833333333333334,False
47742261,The Triumph of Stupidity (1933),entertainment,14,1,downbad_,2026-04-13 14:46:36,0.06666666666666667,False
47719968,Compute iOS XNU offset from kernel cache,entertainment,31,0,tonygo,2026-04-13 14:46:38,0.0,False
47738196,What have been the greatest intellectual achievements? (2017),entertainment,47,78,o4c,2026-04-13 14:46:39,1.625,False
47732020,Small models also found the vulnerabilities that Mythos found,entertainment,1247,329,dominicq,2026-04-13 14:46:40,0.2636217948717949,True
47747625,Code Review Is the New Bottleneck for Engineering Teams,technology,9,0,gpi,2026-04-13 14:46:42,0.0,False
47730712,The Problem That Built an Industry,entertainment,145,48,ShaggyHotDog,2026-04-13 14:46:43,0.3287671232876712,False
47745543,New metal with triple copper's heat conduction challenges fundamental physics,science,23,6,thunderbong,2026-04-13 14:46:44,0.25,False
47694064,Every plane you see in the sky – you can now follow it from the cockpit in 3D,entertainment,377,71,coolwulf,2026-04-13 14:46:46,0.18783068783068782,True
47734878,High-Level Rust: Getting 80% of the Benefits with 20% of the Pain,technology,69,88,maxloh,2026-04-13 14:46:47,1.2571428571428571,False
47745261,Vegetative Patients May Be More Aware Than We Knew,worldnews,32,12,bookofjoe,2026-04-13 14:46:48,0.36363636363636365,False
47731838,Keeping a Postgres Queue Healthy,entertainment,108,27,tanelpoder,2026-04-13 14:46:50,0.24770642201834864,False
47738514,"Internet outage in Iran reaches 1,008 hours",entertainment,159,112,miadabdi,2026-04-13 14:46:51,0.7,False
47732402,The APL programming language source code (2012),technology,80,27,tosh,2026-04-13 14:46:53,0.3333333333333333,False
47737663,Intel Xpress Resurrection: Reviving a Forgotten EISA Beast,entertainment,24,0,ankitg12,2026-04-13 14:46:54,0.0,False
47727960,Show HN: Pardonned.com – A searchable database of US Pardons,technology,484,261,vidluther,2026-04-13 14:46:56,0.5381443298969072,True
47719740,1D Chess,entertainment,979,172,burnt-resistor,2026-04-13 14:46:57,0.17551020408163265,True
47698455,Starfling: A one-tap endless orbital slingshot game in a single HTML file,sports,615,152,iceberger2001,2026-04-13 14:46:58,0.24675324675324675,True
47729634,Now is the best time to write code by hand,technology,109,50,nickgreg,2026-04-13 14:47:00,0.45454545454545453,False
47733561,447 TB/cm² at zero retention energy – atomic-scale memory on fluorographane,entertainment,259,150,iliatoli,2026-04-13 14:47:01,0.5769230769230769,True
47743077,Claude Opus 4.6 accuracy on BridgeBench hallucination test drops from 83% to 68%,entertainment,59,12,bratao,2026-04-13 14:47:03,0.2,False
47745230,Sam Altman's home targeted in second attack,worldnews,121,242,babelfish,2026-04-13 14:47:04,1.9836065573770492,False
47735405,Software Preservation Group: C++ History Collection,technology,41,3,quuxplusone,2026-04-13 14:47:05,0.07142857142857142,False
47733521,Dark Castle,entertainment,241,33,evo_9,2026-04-13 14:47:07,0.13636363636363635,False
47741544,Jim Allchin to Gates and Ballmer on the state of quality at Microsoft (2004),technology,11,4,Austin_Conlon,2026-04-13 14:47:08,0.3333333333333333,False
47745300,Show HN: A social feed with no strangers,entertainment,5,3,rpatni,2026-04-13 14:47:09,0.5,False
47730407,South Korea introduces universal basic mobile data access,technology,409,124,saikatsg,2026-04-13 14:47:11,0.3024390243902439,True
47702890,How Passive Radar Works,entertainment,194,56,surprisetalk,2026-04-13 14:47:12,0.28717948717948716,False
47739305,Tell HN: OpenAI silently removed Study Mode from ChatGPT,technology,170,71,smokel,2026-04-13 14:47:14,0.4152046783625731,False
47730194,Cirrus Labs to join OpenAI,technology,279,141,seekdeep,2026-04-13 14:47:15,0.5035714285714286,True
47727659,Productive Procrastination,entertainment,158,50,maxvij,2026-04-13 14:47:16,0.31446540880503143,False
47730981,"The future of everything is lies, I guess – Part 5: Annoyances",entertainment,275,163,aphyr,2026-04-13 14:47:18,0.5905797101449275,True
47743447,Standard Control Flow Flattening is fundamentally broken,entertainment,6,0,BlackVectorOps,2026-04-13 14:47:19,0.0,False
47728653,"France's government is ditching Windows for Linux, says US tech a strategic risk",technology,499,293,pabs3,2026-04-13 14:47:20,0.586,True
47693559,Surelock: Deadlock-Free Mutexes for Rust,entertainment,242,79,codetheweb,2026-04-13 14:47:22,0.32510288065843623,False
47744510,Microsoft engineer says original Task Manager was only 80KB to run on 90s comps,entertainment,30,10,thunderbong,2026-04-13 14:47:23,0.3225806451612903,False
47697722,Previously unknown verses by Empedocles found on papyrus,entertainment,84,21,danielam,2026-04-13 14:47:25,0.24705882352941178,False
47741892,Homelab,entertainment,7,0,taubek,2026-04-13 14:47:26,0.0,False
47744060,Navy to use underwater drones to help clear Iranian mines from Strait of Hormuz,technology,28,7,delichon,2026-04-13 14:47:27,0.2413793103448276,False
47687443,Volunteers turn a fan's recordings of 10K concerts into an online treasure trove,entertainment,384,76,geox,2026-04-13 14:47:29,0.1974025974025974,True
47731506,Advanced Mac Substitute is an API-level reimplementation of 1980s-era Mac OS,technology,262,68,zdw,2026-04-13 14:47:30,0.2585551330798479,True
47698111,Bevy game development tutorials and in-depth resources,sports,136,56,GenericCanadian,2026-04-13 14:47:31,0.40875912408759124,False
47722333,"Chimpanzees in Uganda locked in eight-year 'civil war', say researchers",worldnews,432,274,neversaydie,2026-04-13 14:47:33,0.6327944572748267,True
47741634,Building a SaaS in 2026 Using Only EU Infrastructure,entertainment,186,60,sparkling,2026-04-13 14:47:34,0.32085561497326204,False
47721955,"OpenClaw’s memory is unreliable, and you don’t know when it will break",entertainment,163,178,sonink,2026-04-13 14:47:35,1.0853658536585367,False
47733066,New synthesis of astronomical measurements shows Hubble tension is real,entertainment,73,14,anigbrowl,2026-04-13 14:47:37,0.1891891891891892,False
47742680,Apple has removed most of the towns and villages in Lebanon from Apple maps?,technology,331,177,thepasswordis,2026-04-13 14:47:38,0.5331325301204819,True
47744598,Inventors Who Didn't Invent What They Are Famous for Inventing,entertainment,27,10,fortran77,2026-04-13 14:47:40,0.35714285714285715,False
47724118,Installing every* Firefox extension,entertainment,671,80,RohanAdwankar,2026-04-13 14:47:41,0.11904761904761904,True
47734822,USB/IP Project: a general USB device sharing system over IP network,entertainment,38,2,ValentineC,2026-04-13 14:47:42,0.05128205128205128,False
47728323,Relics of the Heroic Age of Manned Space Flight,science,19,1,zdgeier,2026-04-13 14:47:44,0.05,False
47742002,Reading Is Magic,entertainment,51,27,gHeadphone,2026-04-13 14:47:45,0.5192307692307693,False
47700556,The Zettelkasten method in Obsidian,entertainment,112,70,rkrizanovskis,2026-04-13 14:47:46,0.6194690265486725,False
47725403,Italo Calvino: A traveller in a world of uncertainty,technology,120,21,lermontov,2026-04-13 14:47:48,0.17355371900826447,False
47721953,AI assistance when contributing to the Linux kernel,technology,512,410,hmokiguess,2026-04-13 14:47:49,0.7992202729044834,True
47712656,We've raised $17M to build what comes after Git,technology,335,741,ellieh,2026-04-13 14:47:51,2.205357142857143,True
47719942,WireGuard makes new Windows release following Microsoft signing resolution,entertainment,548,164,zx2c4,2026-04-13 14:47:52,0.2987249544626594,True
47689793,How much linear memory access is enough?,entertainment,79,13,PhilipTrettner,2026-04-13 14:47:53,0.1625,False
47691730,I ported Mac OS X to the Nintendo Wii,entertainment,1912,327,blkhp19,2026-04-13 14:47:55,0.170935703084161,True
47695213,Optimal Strategy for Connect 4,entertainment,310,32,marvinborner,2026-04-13 14:47:56,0.10289389067524116,True
47714273,Penguin 'Toxicologists' Find PFAS Chemicals in Remote Patagonia,entertainment,164,77,giuliomagnifico,2026-04-13 14:47:57,0.4666666666666667,False
47713495,Team from ETH Zurich make high quality quantum swap gate using a geometric phase,sports,235,53,joko42,2026-04-13 14:47:59,0.2245762711864407,False
47720418,"Launch HN: Twill.ai (YC S25) – Delegate to cloud agents, get back PRs",technology,77,91,danoandco,2026-04-13 14:48:00,1.1666666666666667,False
47748123,The AI Layoff Trap,technology,47,73,armcat,2026-04-13 14:48:01,1.5208333333333333,False
47687273,Git commands I run before reading any code,technology,2313,500,grepsedawk,2026-04-13 14:48:03,0.21607605877268798,True
47701769,The Bra-and-Girdle Maker That Fashioned the Impossible for NASA,science,133,19,sohkamyung,2026-04-13 14:48:04,0.1417910447761194,False
47697870,LittleSnitch for Linux,entertainment,1366,456,pluc,2026-04-13 14:48:05,0.3335771762984638,True
47727076,Quien – A better WHOIS lookup tool,entertainment,100,44,bretthopper,2026-04-13 14:48:07,0.43564356435643564,False
47741512,Why Is Sherlock Holmes English?,entertainment,6,0,KitN,2026-04-13 14:48:08,0.0,False
47733971,Apple Silicon and Virtual Machines: Beating the 2 VM Limit (2023),technology,231,168,krackers,2026-04-13 14:48:10,0.7241379310344828,False
47731998,Phone Trips,entertainment,74,6,bookofjoe,2026-04-13 14:48:11,0.08,False
47717847,CPU-Z and HWMonitor compromised,entertainment,405,104,pashadee,2026-04-13 14:48:12,0.2561576354679803,True
47734912,Midnight Captain – A midnight commander inspired file manager,technology,38,36,duguyue100,2026-04-13 14:48:14,0.9230769230769231,False
47735581,How a dancer with ALS used brainwaves to perform live,technology,57,12,1659447091,2026-04-13 14:48:15,0.20689655172413793,False
